//X Y Z Point_Source_ID User_Data Scan_Angle_Rank Number_of_Returns Return_Number Time Intensity Classification
223039.58000183 536570.37000275 27.22999954 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.046515 78.000000 6.000000
223039.33000183 536570.48999786 17.64999962 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.046515 10.000000 6.000000
223039.27999878 536570.48000336 27.37999916 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.046517 54.000000 6.000000
223039.02999878 536570.61000061 17.64999962 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.046517 16.000000 6.000000
223038.97000122 536570.59999847 27.29000092 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.046520 18.000000 6.000000
223038.71000671 536570.73999786 17.53000069 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.046520 36.000000 6.000000
223038.69999695 536570.70999908 27.19000053 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.046523 20.000000 6.000000
223038.42999268 536570.84999847 17.48999977 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.046523 28.000000 6.000000
223038.38999939 536570.83000183 27.12000084 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.046525 10.000000 6.000000
223038.11000061 536570.97000122 17.42000008 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.046525 47.000000 6.000000
223038.10000610 536570.94999695 27.01000023 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.046528 13.000000 6.000000
223037.82000732 536571.08999634 17.39999962 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.046528 32.000000 6.000000
223037.82000732 536571.05999756 26.94000053 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.046530 17.000000 6.000000
223037.52999878 536571.19999695 17.32999992 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.046530 34.000000 6.000000
223037.53999329 536571.16999817 26.89999962 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.046533 28.000000 6.000000
223037.25000000 536571.30999756 17.30999947 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.046533 24.000000 6.000000
223037.22000122 536571.29000092 26.79000092 162.000000 2.000000 -2.000000 1.000000 1.000000 143024622.046535 89.000000 6.000000
223036.91999817 536571.41000366 26.67000008 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.046538 34.000000 6.000000
223036.61999512 536571.55999756 17.14999962 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.046538 56.000000 6.000000
223036.63000488 536571.51999664 26.68000031 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.046541 17.000000 6.000000
223036.33000183 536571.66999817 17.20000076 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.046541 164.000000 6.000000
223036.33999634 536571.63999939 26.68000031 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.046543 23.000000 6.000000
223036.02999878 536571.79000092 17.20000076 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.046543 505.000000 6.000000
223036.05000305 536571.75000000 26.63999939 162.000000 2.000000 -2.000000 3.000000 1.000000 143024622.046546 10.000000 6.000000
223035.72999573 536571.91000366 17.20999908 162.000000 2.000000 -2.000000 3.000000 2.000000 143024622.046546 265.000000 6.000000
223035.63999939 536571.94999695 14.43999958 162.000000 2.000000 -2.000000 3.000000 3.000000 143024622.046546 38.000000 6.000000
223035.77000427 536571.86000061 26.56999969 162.000000 2.000000 -2.000000 3.000000 1.000000 143024622.046548 27.000000 6.000000
223035.44999695 536572.01999664 17.20999908 162.000000 2.000000 -2.000000 3.000000 2.000000 143024622.046548 66.000000 6.000000
223035.35000610 536572.06999969 14.38000011 162.000000 2.000000 -2.000000 3.000000 3.000000 143024622.046548 37.000000 6.000000
223035.47000122 536571.98000336 26.26000023 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.046551 153.000000 6.000000
223035.19999695 536572.11000061 18.56999969 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.046551 88.000000 6.000000
223035.17999268 536572.08999634 26.46999931 162.000000 2.000000 -2.000000 1.000000 1.000000 143024622.046554 44.000000 6.000000
223034.86999512 536572.22000122 26.54000092 162.000000 2.000000 -2.000000 4.000000 1.000000 143024622.046556 433.000000 6.000000
223034.72999573 536572.27999878 22.68000031 162.000000 2.000000 -2.000000 4.000000 2.000000 143024622.046556 64.000000 6.000000
223034.58000183 536572.34999847 18.55999947 162.000000 2.000000 -2.000000 4.000000 3.000000 143024622.046556 289.000000 6.000000
223034.42999268 536572.43000031 14.31000042 162.000000 2.000000 -2.000000 4.000000 4.000000 143024622.046556 12.000000 6.000000
223034.58999634 536572.31999969 26.54000092 162.000000 2.000000 -2.000000 3.000000 1.000000 143024622.046559 227.000000 6.000000
223034.46000671 536572.38999939 22.86000061 162.000000 2.000000 -2.000000 3.000000 2.000000 143024622.046559 92.000000 6.000000
223034.19000244 536572.51999664 15.61999989 162.000000 2.000000 -2.000000 3.000000 3.000000 143024622.046559 66.000000 6.000000
223034.27999878 536572.44999695 26.56999969 162.000000 2.000000 -2.000000 4.000000 1.000000 143024622.046561 196.000000 6.000000
223034.13999939 536572.51000214 22.82999992 162.000000 2.000000 -2.000000 4.000000 2.000000 143024622.046561 166.000000 6.000000
223033.97999573 536572.58999634 18.55999947 162.000000 2.000000 -2.000000 4.000000 3.000000 143024622.046561 16.000000 6.000000
223033.97999573 536572.58999634 18.55999947 162.000000 2.000000 -2.000000 4.000000 4.000000 143024622.046561 16.000000 6.000000
223034.00000000 536572.55999756 26.54999924 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.046564 50.000000 6.000000
223033.52999878 536572.77999878 14.02999973 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.046564 80.000000 6.000000
223033.72000122 536572.66999817 26.59000015 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.046566 63.000000 6.000000
223033.24000549 536572.90000153 13.97999954 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.046566 78.000000 6.000000
223033.44000244 536572.77999878 26.52000046 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.046569 67.000000 6.000000
223032.94999695 536573.01000214 13.93000031 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.046569 29.000000 6.000000
223033.42999268 536572.76000214 34.13999939 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.046572 296.000000 6.000000
223033.11999512 536572.90000153 26.38999939 162.000000 2.000000 -3.000000 2.000000 2.000000 143024622.046572 37.000000 6.000000
223032.83000183 536573.01999664 26.54999924 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.046574 21.000000 6.000000
223032.32000732 536573.26000214 13.77999973 162.000000 2.000000 -3.000000 2.000000 2.000000 143024622.046574 24.000000 6.000000
223032.02000427 536573.37000275 13.72999954 162.000000 2.000000 -3.000000 1.000000 1.000000 143024622.046577 36.000000 6.000000
223032.25999451 536573.23999786 26.79999924 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.046580 19.000000 6.000000
223032.21000671 536573.26000214 25.68000031 162.000000 2.000000 -3.000000 2.000000 2.000000 143024622.046580 115.000000 6.000000
223031.97000122 536573.36000061 26.86000061 162.000000 2.000000 -3.000000 3.000000 1.000000 143024622.046582 66.000000 6.000000
223031.91000366 536573.37999725 25.55999947 162.000000 2.000000 -3.000000 3.000000 2.000000 143024622.046582 18.000000 6.000000
223031.41000366 536573.62000275 13.64999962 162.000000 2.000000 -3.000000 3.000000 3.000000 143024622.046582 12.000000 6.000000
223031.69000244 536573.45999908 26.89999962 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.046585 21.000000 6.000000
223031.11999512 536573.73000336 13.59000015 162.000000 2.000000 -3.000000 2.000000 2.000000 143024622.046585 30.000000 6.000000
223031.41000366 536573.56999969 26.97999954 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.046587 67.000000 6.000000
223030.83000183 536573.83999634 13.51000023 162.000000 2.000000 -3.000000 2.000000 2.000000 143024622.046587 12.000000 6.000000
223031.11999512 536573.69000244 27.07999992 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.046590 40.000000 6.000000
223030.52000427 536573.97000122 13.47999954 162.000000 2.000000 -3.000000 2.000000 2.000000 143024622.046590 32.000000 6.000000
223030.80999756 536573.80999756 27.15999985 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.046592 15.000000 6.000000
223030.21000671 536574.08000183 13.84000015 162.000000 2.000000 -3.000000 2.000000 2.000000 143024622.046592 56.000000 6.000000
223030.53999329 536573.91000366 27.28000069 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.046595 11.000000 6.000000
223030.22999573 536574.02999878 27.31999969 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.046598 13.000000 6.000000
223029.96000671 536574.13999939 27.46999931 162.000000 2.000000 -3.000000 3.000000 1.000000 143024622.046600 31.000000 6.000000
223029.82000732 536574.20999908 24.29999924 162.000000 2.000000 -3.000000 3.000000 2.000000 143024622.046600 45.000000 6.000000
223029.67999268 536574.25000000 27.63999939 162.000000 2.000000 -3.000000 3.000000 1.000000 143024622.046603 22.000000 6.000000
223029.63000488 536574.26999664 26.67000008 162.000000 2.000000 -3.000000 3.000000 2.000000 143024622.046603 126.000000 6.000000
223029.41000366 536574.36000061 27.71999931 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.046605 11.000000 6.000000
223029.11000061 536574.47000122 27.87999916 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.046608 29.000000 6.000000
223028.80000305 536574.58999634 27.82999992 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.046611 45.000000 6.000000
223028.50999451 536574.70999908 27.79000092 162.000000 2.000000 -3.000000 1.000000 1.000000 143024622.046613 94.000000 6.000000
223028.22000122 536574.81999969 27.93000031 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.046616 24.000000 6.000000
223027.94999695 536574.93000031 28.10000038 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.046618 65.000000 6.000000
223027.68000031 536575.02999878 28.29000092 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.046621 90.000000 6.000000
223027.40000153 536575.13999939 28.50000000 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.046623 152.000000 6.000000
223027.12000275 536575.25000000 28.72999954 162.000000 2.000000 -3.000000 1.000000 1.000000 143024622.046626 208.000000 6.000000
223026.81999969 536575.37000275 28.95000076 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.046629 129.000000 6.000000
223026.55000305 536575.47000122 29.18000031 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.046631 94.000000 6.000000
223026.26000214 536575.58999634 29.40999985 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.046634 70.000000 6.000000
223026.00000000 536575.69000244 29.70000076 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.046636 62.000000 6.000000
223025.72000122 536575.80000305 29.93000031 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.046639 65.000000 6.000000
223047.36000061 536567.63999939 35.83000183 162.000000 2.000000 -1.000000 1.000000 1.000000 143024622.052583 101.000000 6.000000
223047.08999634 536567.73999786 36.18000031 162.000000 2.000000 -1.000000 2.000000 1.000000 143024622.052586 26.000000 6.000000
223046.77999878 536567.87000275 35.47999954 162.000000 2.000000 -1.000000 3.000000 1.000000 143024622.052589 35.000000 6.000000
223046.77000427 536567.87000275 34.61000061 162.000000 2.000000 -1.000000 3.000000 2.000000 143024622.052589 31.000000 6.000000
223046.71000671 536567.91000366 29.79999924 162.000000 2.000000 -1.000000 3.000000 3.000000 143024622.052589 13.000000 6.000000
223046.50000000 536567.98000336 34.86999893 162.000000 2.000000 -1.000000 2.000000 1.000000 143024622.052591 45.000000 6.000000
223046.49000549 536567.98000336 34.13000107 162.000000 2.000000 -1.000000 2.000000 2.000000 143024622.052591 57.000000 6.000000
223046.22000122 536568.08999634 34.29999924 162.000000 2.000000 -1.000000 1.000000 1.000000 143024622.052594 78.000000 6.000000
223045.92999268 536568.19999695 33.86000061 162.000000 2.000000 -1.000000 2.000000 1.000000 143024622.052596 39.000000 6.000000
223045.61999512 536568.33000183 33.31000137 162.000000 2.000000 -1.000000 2.000000 1.000000 143024622.052599 33.000000 6.000000
223045.36000061 536568.48999786 13.92000008 162.000000 2.000000 -1.000000 2.000000 2.000000 143024622.052599 545.000000 6.000000
223045.32000732 536568.44999695 32.88000107 162.000000 2.000000 -1.000000 2.000000 1.000000 143024622.052601 68.000000 6.000000
223045.24000549 536568.50000000 26.77000046 162.000000 2.000000 -1.000000 2.000000 2.000000 143024622.052601 17.000000 6.000000
223045.02999878 536568.55999756 32.47000122 162.000000 2.000000 -1.000000 3.000000 1.000000 143024622.052604 26.000000 6.000000
223045.00999451 536568.56999969 31.11000061 162.000000 2.000000 -1.000000 3.000000 2.000000 143024622.052604 18.000000 6.000000
223044.75000000 536568.73000336 13.52999973 162.000000 2.000000 -1.000000 3.000000 3.000000 143024622.052604 15.000000 6.000000
223044.72000122 536568.69000244 31.37999916 162.000000 2.000000 -1.000000 1.000000 1.000000 143024622.052607 107.000000 6.000000
223044.44000244 536568.80000305 31.60000038 162.000000 2.000000 -1.000000 2.000000 1.000000 143024622.052609 43.000000 6.000000
223044.36999512 536568.83999634 27.44000053 162.000000 2.000000 -1.000000 2.000000 2.000000 143024622.052609 85.000000 6.000000
223044.16000366 536568.91000366 31.39999962 162.000000 2.000000 -1.000000 2.000000 1.000000 143024622.052612 29.000000 6.000000
223043.86999512 536569.08000183 13.68999958 162.000000 2.000000 -1.000000 2.000000 2.000000 143024622.052612 73.000000 6.000000
223043.88000488 536569.01999664 31.07999992 162.000000 2.000000 -1.000000 2.000000 1.000000 143024622.052614 30.000000 6.000000
223043.58000183 536569.19000244 13.72000027 162.000000 2.000000 -1.000000 2.000000 2.000000 143024622.052614 71.000000 6.000000
223043.57000732 536569.13999939 30.78000069 162.000000 2.000000 -1.000000 2.000000 1.000000 143024622.052617 38.000000 6.000000
223043.52999878 536569.16000366 28.48999977 162.000000 2.000000 -1.000000 2.000000 2.000000 143024622.052617 157.000000 6.000000
223043.25000000 536569.26999664 30.37999916 162.000000 2.000000 -1.000000 2.000000 1.000000 143024622.052620 93.000000 6.000000
223043.22000122 536569.27999878 28.57999992 162.000000 2.000000 -1.000000 2.000000 2.000000 143024622.052620 15.000000 6.000000
223042.97999573 536569.37000275 30.14999962 162.000000 2.000000 -1.000000 2.000000 1.000000 143024622.052622 33.000000 6.000000
223042.94000244 536569.38999939 28.34000015 162.000000 2.000000 -1.000000 2.000000 2.000000 143024622.052622 164.000000 6.000000
223042.66999817 536569.50000000 29.92000008 162.000000 2.000000 -1.000000 2.000000 1.000000 143024622.052625 38.000000 6.000000
223042.63000488 536569.51000214 28.29999924 162.000000 2.000000 -1.000000 2.000000 2.000000 143024622.052625 70.000000 6.000000
223042.38999939 536569.61000061 29.70999908 162.000000 2.000000 -1.000000 2.000000 1.000000 143024622.052627 35.000000 6.000000
223042.36000061 536569.62000275 28.43000031 162.000000 2.000000 -1.000000 2.000000 2.000000 143024622.052627 97.000000 6.000000
223042.08999634 536569.72000122 29.37000084 162.000000 2.000000 -1.000000 2.000000 1.000000 143024622.052630 39.000000 6.000000
223042.05999756 536569.73999786 28.06999969 162.000000 2.000000 -1.000000 2.000000 2.000000 143024622.052630 51.000000 6.000000
223041.91999817 536569.77999878 33.95000076 162.000000 2.000000 -1.000000 1.000000 1.000000 143024622.052632 303.000000 6.000000
223041.50999451 536569.94999695 29.05999947 162.000000 2.000000 -1.000000 2.000000 1.000000 143024622.052635 67.000000 6.000000
223041.47999573 536569.97000122 28.01000023 162.000000 2.000000 -1.000000 2.000000 2.000000 143024622.052635 188.000000 6.000000
223041.19999695 536570.06999969 28.87000084 162.000000 2.000000 -1.000000 2.000000 1.000000 143024622.052638 38.000000 6.000000
223040.96000671 536570.19999695 18.22999954 162.000000 2.000000 -1.000000 2.000000 2.000000 143024622.052638 26.000000 6.000000
223040.91000366 536570.19000244 28.70000076 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.052640 50.000000 6.000000
223040.66000366 536570.31999969 18.20000076 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.052640 24.000000 6.000000
223040.61000061 536570.30999756 28.51000023 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.052643 69.000000 6.000000
223040.36000061 536570.44000244 18.14999962 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.052643 29.000000 6.000000
223040.32000732 536570.41999817 28.37999916 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.052645 31.000000 6.000000
223040.07000732 536570.55000305 18.11000061 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.052645 22.000000 6.000000
223040.05000305 536570.52999878 28.22999954 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.052648 50.000000 6.000000
223039.78999329 536570.66000366 18.10000038 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.052648 23.000000 6.000000
223039.75000000 536570.65000153 28.07999992 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.052650 118.000000 6.000000
223039.49000549 536570.77999878 18.04000092 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.052650 13.000000 6.000000
223039.44999695 536570.76999664 27.93000031 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.052653 80.000000 6.000000
223039.19000244 536570.90000153 18.00000000 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.052653 18.000000 6.000000
223039.13000488 536570.88999939 27.54999924 162.000000 2.000000 -2.000000 1.000000 1.000000 143024622.052656 172.000000 6.000000
223038.86000061 536571.00000000 27.68000031 162.000000 2.000000 -2.000000 1.000000 1.000000 143024622.052658 110.000000 6.000000
223038.55000305 536571.12000275 27.59000015 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.052661 11.000000 6.000000
223038.27000427 536571.26000214 17.80999947 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.052661 33.000000 6.000000
223037.97999573 536571.37000275 17.75000000 162.000000 2.000000 -2.000000 1.000000 1.000000 143024622.052663 25.000000 6.000000
223037.97999573 536571.33999634 27.45000076 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.052666 12.000000 6.000000
223037.69000244 536571.48999786 17.71999931 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.052666 25.000000 6.000000
223037.69999695 536571.44999695 27.37000084 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.052668 10.000000 6.000000
223037.41000366 536571.59999847 17.64999962 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.052668 26.000000 6.000000
223037.38999939 536571.58000183 27.27000046 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.052671 28.000000 6.000000
223037.08999634 536571.73000336 17.60000038 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.052671 24.000000 6.000000
223037.08999634 536571.69999695 27.22999954 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.052674 16.000000 6.000000
223036.77999878 536571.84999847 17.54999924 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.052674 34.000000 6.000000
223036.80000305 536571.80999756 27.14999962 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.052676 63.000000 6.000000
223036.49000549 536571.95999908 17.52000046 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.052676 12.000000 6.000000
223036.50000000 536571.93000031 27.12000084 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.052679 18.000000 6.000000
223036.17999268 536572.08000183 17.45999908 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.052679 39.000000 6.000000
223036.21000671 536572.04000092 27.06999969 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.052682 10.000000 6.000000
223035.88999939 536572.19999695 17.44000053 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.052682 42.000000 6.000000
223035.92999268 536572.15000153 27.07999992 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.052684 18.000000 6.000000
223035.60000610 536572.30999756 17.36000061 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.052684 22.000000 6.000000
223035.63999939 536572.26000214 27.01000023 162.000000 2.000000 -2.000000 1.000000 1.000000 143024622.052687 11.000000 6.000000
223035.35000610 536572.37999725 27.04999924 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.052689 15.000000 6.000000
223035.05000305 536572.51999664 18.51000023 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.052689 53.000000 6.000000
223035.02000427 536572.51000214 26.70999908 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.052692 36.000000 6.000000
223034.72999573 536572.65000153 18.50000000 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.052692 14.000000 6.000000
223034.75000000 536572.61000061 26.94000053 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.052694 71.000000 6.000000
223034.44000244 536572.76000214 18.50000000 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.052694 25.000000 6.000000
223034.44000244 536572.73000336 26.94000053 162.000000 2.000000 -2.000000 1.000000 1.000000 143024622.052697 64.000000 6.000000
223034.16000366 536572.83999634 26.76000023 162.000000 2.000000 -2.000000 1.000000 1.000000 143024622.052700 144.000000 6.000000
223033.86999512 536572.95999908 26.57999992 162.000000 2.000000 -2.000000 2.000000 1.000000 143024622.052702 74.000000 6.000000
223033.55999756 536573.11000061 18.52000046 162.000000 2.000000 -2.000000 2.000000 2.000000 143024622.052702 17.000000 6.000000
223033.58000183 536573.06999969 26.42000008 162.000000 2.000000 -2.000000 3.000000 1.000000 143024622.052705 22.000000 6.000000
223033.22000122 536573.23999786 17.20999908 162.000000 2.000000 -2.000000 3.000000 2.000000 143024622.052705 26.000000 6.000000
223033.10000610 536573.30000305 13.97000027 162.000000 2.000000 -2.000000 3.000000 3.000000 143024622.052705 62.000000 6.000000
223033.30000305 536573.18000031 27.12000084 162.000000 2.000000 -3.000000 3.000000 1.000000 143024622.052707 13.000000 6.000000
223033.25999451 536573.19999695 26.05999947 162.000000 2.000000 -3.000000 3.000000 2.000000 143024622.052707 95.000000 6.000000
223032.77999878 536573.43000031 13.90999985 162.000000 2.000000 -3.000000 3.000000 3.000000 143024622.052707 34.000000 6.000000
223033.28999329 536573.16999817 34.13999939 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.052710 289.000000 6.000000
223032.47000122 536573.55000305 13.85999966 162.000000 2.000000 -3.000000 2.000000 2.000000 143024622.052710 17.000000 6.000000
223032.72000122 536573.41000366 27.19000053 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.052713 13.000000 6.000000
223032.16999817 536573.66999817 13.77999973 162.000000 2.000000 -3.000000 2.000000 2.000000 143024622.052713 33.000000 6.000000
223032.41999817 536573.52999878 27.34000015 162.000000 2.000000 -3.000000 3.000000 1.000000 143024622.052715 11.000000 6.000000
223031.91999817 536573.76000214 15.21000004 162.000000 2.000000 -3.000000 3.000000 2.000000 143024622.052715 18.000000 6.000000
223031.86000061 536573.79000092 13.72000027 162.000000 2.000000 -3.000000 3.000000 3.000000 143024622.052715 31.000000 6.000000
223032.13999939 536573.63999939 27.36000061 162.000000 2.000000 -3.000000 3.000000 1.000000 143024622.052718 26.000000 6.000000
223031.74000549 536573.81999969 17.93000031 162.000000 2.000000 -3.000000 3.000000 2.000000 143024622.052718 14.000000 6.000000
223031.55999756 536573.91000366 13.67000008 162.000000 2.000000 -3.000000 3.000000 3.000000 143024622.052718 21.000000 6.000000
223031.86000061 536573.75000000 27.36000061 162.000000 2.000000 -3.000000 3.000000 1.000000 143024622.052720 46.000000 6.000000
223031.80999756 536573.76999664 26.17000008 162.000000 2.000000 -3.000000 3.000000 2.000000 143024622.052720 39.000000 6.000000
223031.75000000 536573.80000305 24.55999947 162.000000 2.000000 -3.000000 3.000000 3.000000 143024622.052720 35.000000 6.000000
223031.58000183 536573.86000061 27.38999939 162.000000 2.000000 -3.000000 1.000000 1.000000 143024622.052723 56.000000 6.000000
223031.27999878 536573.97000122 27.60000038 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.052725 12.000000 6.000000
223030.66999817 536574.26000214 13.48999977 162.000000 2.000000 -3.000000 2.000000 2.000000 143024622.052725 41.000000 6.000000
223030.97000122 536574.08999634 27.62000084 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.052728 48.000000 6.000000
223030.35000610 536574.37999725 13.67000008 162.000000 2.000000 -3.000000 2.000000 2.000000 143024622.052728 32.000000 6.000000
223030.71000671 536574.19999695 27.77000046 162.000000 2.000000 -3.000000 3.000000 1.000000 143024622.052731 30.000000 6.000000
223030.61999512 536574.23999786 25.87999916 162.000000 2.000000 -3.000000 3.000000 2.000000 143024622.052731 22.000000 6.000000
223030.39999390 536574.31999969 27.87000084 162.000000 2.000000 -3.000000 3.000000 1.000000 143024622.052733 19.000000 6.000000
223030.24000549 536574.38999939 24.32999992 162.000000 2.000000 -3.000000 3.000000 2.000000 143024622.052733 21.000000 6.000000
223030.13000488 536574.41999817 27.98999977 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.052736 33.000000 6.000000
223029.85000610 536574.54000092 28.11000061 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.052738 46.000000 6.000000
223029.57000732 536574.63999939 28.00000000 162.000000 2.000000 -3.000000 3.000000 1.000000 143024622.052741 92.000000 6.000000
223029.50999451 536574.66999817 26.63999939 162.000000 2.000000 -3.000000 3.000000 2.000000 143024622.052741 12.000000 6.000000
223029.27000427 536574.76000214 28.11000061 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.052744 14.000000 6.000000
223028.97999573 536574.87000275 28.47999954 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.052746 17.000000 6.000000
223028.69999695 536574.98999786 28.55999947 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.052749 29.000000 6.000000
223028.63999939 536575.01000214 27.44000053 162.000000 2.000000 -3.000000 2.000000 2.000000 143024622.052749 112.000000 6.000000
223028.41999817 536575.08999634 28.81999969 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.052751 11.000000 6.000000
223028.13999939 536575.19999695 29.03000069 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.052754 18.000000 6.000000
223027.87000275 536575.30999756 29.11000061 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.052756 29.000000 6.000000
223027.58999634 536575.41999817 29.31999969 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.052759 26.000000 6.000000
223027.30000305 536575.52999878 29.52000046 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.052762 23.000000 6.000000
223027.01000214 536575.63999939 29.71999931 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.052764 25.000000 6.000000
223026.73999786 536575.75000000 29.95999908 162.000000 2.000000 -3.000000 3.000000 1.000000 143024622.052767 19.000000 6.000000
223026.69000244 536575.76999664 29.00000000 162.000000 2.000000 -3.000000 3.000000 2.000000 143024622.052767 47.000000 6.000000
223026.44000244 536575.86000061 30.15999985 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.052770 77.000000 6.000000
223026.16999817 536575.97000122 30.06999969 162.000000 2.000000 -3.000000 2.000000 1.000000 143024622.052772 111.000000 6.000000
223025.86000061 536576.08999634 29.77000046 162.000000 2.000000 -3.000000 1.000000 1.000000 143024622.052775 70.000000 6.000000
223047.22000122 536568.05999756 36.45999908 162.000000 2.000000 -1.000000 3.000000 1.000000 143024622.058722 17.000000 6.000000
223047.19999695 536568.08000183 34.58000183 162.000000 2.000000 -1.000000 3.000000 2.000000 143024622.058722 32.000000 6.000000
223046.92999268 536568.18000031 36.38000107 162.000000 2.000000 -1.000000 1.000000 1.000000 143024622.058724 35.000000 6.000000
